sponsorcode,sponsorname,locationcode,locationname,address1,address2,city,provinceshort,province,postalcode,lat,long
WRPL,WHIRLPOOL CANADA,320,SMITHS FURNITURE,1286 CONCEPTION BAY HWY,?,CONCEPTION BAY SOUTH,NL,Newfoundland & Labrador,A1X4G5,47.47742,-53.05576
WRPL,WHIRLPOOL CANADA,52,BLEEKERS STEREO TV,1400A CLYDE AVE,?,NEPEAN,ON,Ontario,K2G3J2,45.35863,-75.73831
WRPL,WHIRLPOOL CANADA,105,ALBANY TETRAULT INC.,845 CREMAZIE,?,SAINT-HYACINTHE,QC,Quebec,J2S8R4,45.60386,-72.97951
WRPL,WHIRLPOOL CANADA,250,KILLAM ELECTRIC 1985,5015 50TH ST,?,KILLAM,AB,Alberta,T0B2L0,52.79162,-111.85541
SHEL,SHELL CANADA,21HE,100 Starrs Rd,100 STARR'S ROAD,?,YARMOUTH,NS,Nova Scotia,B5A2T5,43.84223,-66.10144
UNIS,AUTO PLUS AUTO PART PLUS,8032,AUTOCHOICE P&PAINTS,87 LANSDOWNE AVE,?,SAINT JOHN,NB,New Brunswick,E2K3A1,45.27621,-66.07735
JR24,LM LTD. A/O LEISURESCAPES,6,POOL-SPA SHOWROOM,?,?,?,ON,Ontario,?,999,999
GEWL,GERRIE ELECTRIC WHOLESAL,50,GSCS,4104 SOUTH SERVICE RD,?,BURLINGTON,ON,Ontario,L7L4X5,43.36954,-79.78363
JR15,THE AUTHENTIC TSHIRT COMP,6,AUTHENTIC T-SHIRT CO,?,?,?,BC,British Columbia,?,999,999
RN15,RO-NA HARDWARE,3346,RONA SEAFORTH,198 MAIN STREET,?,SEAFORTH,ON,Ontario,N0K1W0,43.54701,-81.39884
IGAQ,IGA SUPERMARKETS,8596,RIMOUSKI,395 AV SIROIS,?,RIMOUSKI,QC,Quebec,G5L8R2,48.435365,-68.523062
LMWB,MM AUTO-ISSUANCE VIA WEB,1243,CLUB MONACO CANADA,?,?,?,ON,Ontario,?,999,999
LMWB,MM AUTO-ISSUANCE VIA WEB,1261,STEVE MADDEN,?,?,?,ON,Ontario,?,999,999
LMWB,MM AUTO-ISSUANCE VIA WEB,1012,DELL.CA,?,?,?,ON,Ontario,?,999,999
MLCC,MANITOBA LIQ CONTROL COMM,40,FORT RICHMOND,2851 PEMBINA HWY,?,WINNIPEG,MB,Manitoba,R3T2H5,49.788752,-97.157745
JR18,JANDGEO INC,?,?,?,?,?,?,Unknown,?,999,999
PJCQ,JEAN COUTU,187,STE-MARIE-DE-BEAUCE,"1020, BOULEVARD VACHON NORD",?,SAINTE-MARIE-DE-BEAUCE,QC,Quebec,G6E2S5,46.45084,-71.03168
JR14,DRYTAC CANADA INC.,?,?,?,?,?,?,Unknown,?,999,999
SHL5,SHELL CANADA,DD2F,3576 ROUTE 10,3576 ROUTE 10,?,ALBRIGHTS CORNER,NB,New Brunswick,E4B1A3,999,999
CV01,CLUB VOYAGES,529,CLUB VOYAGES EDEN,545 BD. DU SEMINAIRE NORD,?,ST-JEAN-SUR-RICHELIEU,QC,Quebec,J3B5L9,45.3172,-73.26402
SHL6,SHELL CANADA,3D37,7856 SAANICH RD,7856 EAST SAANICH RD,?,SAANICHTON,BC,British Columbia,V8M2B3,999,999
CR44,CAN-RAD BEAUTY LTD.,118,SHEAR PLEASURE SALON,55 ONTARIO ST S,?,MILTON,ON,Ontario,L9T2M3,999,999
GLOB,GLOBAL PET FOODS,177,HAMILTON,1400 UPPER JAMES ST,?,HAMILTON,ON,Ontario,L9B1K3,43.209274,-79.890243
SPLS,STAPLES,315,GRAND FALLS,#100A,180 CH MADAWASKA UNIT,GRAND-SAULT/GRAND FA,NB,New Brunswick,E3Y1A7,47.0539,-67.74412
13,NATIONAL TILDEN,C2BN,TORONTO,?,?,?,NT,Northwest Territories,?,999,999
NAVY,OLD NAVY,4218,ROBSON & GRANVILLE,708 ROBSON STREET,?,VANCOUVER,BC,British Columbia,V7Y1K8,49.28138,-123.12
BW95,SECURTEK MONITORING SOLUT,11,DATAPRO SECURITY,?,?,?,SK,Saskatchewan,?,999,999
LCBO,LCBO,164,LAIRD AV TORONTO,65 WICKSTEED AVENUE,?,TORONTO,ON,Ontario,M4G4K1,43.711,-79.36022
XENA,XENALI INC,?,?,?,?,?,?,Unknown,?,999,999
MART,MARLIN TRAVEL,1466,MARLIN TRAVEL,5308 50TH AVENUE,?,COLD LAKE,AB,Alberta,T9M1P3,54.41341,-110.21209
IGAQ,IGA SUPERMARKETS,8572,IGA DES SOURCES,3373 RUE DE L'HETRIERE,?,QUEBEC,QC,Quebec,G3A0M2,46.76272,-71.37448
IGAQ,IGA SUPERMARKETS,8533,BOURGAULT & SANZONE,12285 BOUL RODOLPHE-FORGET,?,MONTREAL,QC,Quebec,H1E0A2,45.64718,-73.5767
IGAQ,IGA SUPERMARKETS,767,MARCHE VIGNEAULT,1298 RUE DE LA DIGUE,?,HAVRE-SAINT-PIERRE,QC,Quebec,G0G1P0,50.24512,-63.59304
IGAQ,IGA SUPERMARKETS,8258,IGA CLEMENT,714 BOUL SAINT-LAURENT O,?,LOUISEVILLE,QC,Quebec,J5V1K7,46.25602,-72.95367
IGAQ,IGA SUPERMARKETS,8557,IGA FAM. PELLETIER,1177 8E RUE,?,VAL-D'OR,QC,Quebec,J9P1R1,48.10238,-77.78507
IGAQ,IGA SUPERMARKETS,8239,IGA MCH RAYMOND,1395 RUE L'ANNONCIATION SUD R,?,RIVIERE-ROUGE,QC,Quebec,J0T1T0,46.401896,-74.867209
GLOB,GLOBAL PET FOODS,176,TORONTO,122 ELLESMERE RD,?,SCARBOROUGH,ON,Ontario,M1R4C4,43.759312,-79.309589
IOMC,IRVING C-STORE,2621,SHUBENACADIE SVC CTR,2801 HWY 2,?,SHUBENACADIE,NS,Nova Scotia,B0N2H0,45.08562,-63.40872
IGAQ,IGA SUPERMARKETS,477,IGA RICHARD CRONIER,39-1 MTEE SANDY BEACH,?,GASPE,QC,Quebec,G4X2A9,48.824332,-64.473629
BW61,CANADA HEARING CENTRE LTD,88,LISTENUP! CANADA,?,?,?,ON,Ontario,?,999,999
BW61,CANADA HEARING CENTRE LTD,46,LISTENUP! CANADA,?,?,?,ON,Ontario,?,999,999
BW61,CANADA HEARING CENTRE LTD,141,LISTENUP! CANADA,?,?,?,ON,Ontario,?,999,999
IOMG,IRVING,G435,SHOAL HARBOUR IRVING,274 BALBO DR,?,CLARENVILLE,NL,Newfoundland & Labrador,A5A4B3,48.19298,-53.96837
IGAQ,IGA SUPERMARKETS,8650,RB ST-SAUVEUR,105-1 RUE GUINDON,?,SAINT-SAUVEUR,QC,Quebec,J0R1R6,45.892537,-74.147754
IOMC,IRVING C-STORE,A508,JANEVILLE GAS BAR,5912 ROUTE 11,?,JANEVILLE,NB,New Brunswick,E2A5L2,47.69174,-65.44493
BMOB,BMO AIR MILES BONUS CARD,14,BMO Bonus Card,?,?,?,ON,Ontario,?,999,999
20,FOUNTAIN TIRE,201,FOUNTAIN TIRE F201,2922 MILLAR AVE,?,SASKATOON,SK,Saskatchewan,S7K5X7,52.17566,-106.64631
SHL6,SHELL CANADA,DD12,"2 RUE BRIDGE, RT138",2 RUE BRIDGE,?,ORMSTOWN,QC,Quebec,J0S1K0,999,999
CR43,ASSURE LOCKSMITH SERVICES,5,ASSURE LOCK,?,?,?,SK,Saskatchewan,?,999,999
19,FOUNTAIN TIRE,301,FOUNTAIN TIRE F301,410 OAK POINT HWY,?,WINNIPEG,MB,Manitoba,R2R1V3,49.93716,-97.22431
IOMG,IRVING,2683,SEAL ISLAND SVC CTR,825 HIGHWAY 105,?,BOULARDERIE EAST,NS,Nova Scotia,B1X1J6,46.23507,-60.47613
IOMG,IRVING,F506,TRI CNTY FORD SALES,389 MAIN ST,?,TATAMAGOUCHE,NS,Nova Scotia,B0K1V0,45.70747,-63.28458
NAVY,OLD NAVY,3310,HARWOOD CTR FIRST PR,20 KINGSTON RD WEST,?,AJAX,ON,Ontario,L1T4K8,43.86111,-79.02678
LCBO,LCBO,341,420 SPADINA RD,420 SPADINA RD,?,TORONTO,ON,Ontario,M5P2W4,43.68885,-79.41287
PHAR,PHARMASAVE,537,COLE HARBOUR,920 COLE HARBOUR ROAD,?,DARTMOUTH,NS,Nova Scotia,B2V2J5,44.67111,-63.4988
ELNK,EASTLINK,7,AMHERST CENTRE,142 SOUTH ALBION STREET,UNIT 155,AMHERST,NS,Nova Scotia,B4H4H5,45.81195,-64.20245
IGAQ,IGA SUPERMARKETS,24,DRUMMONDVILLE,?,?,?,QC,Quebec,?,45.877857,-72.487314
IGAQ,IGA SUPERMARKETS,537,ST-HYACINTHE,?,?,?,QC,Quebec,?,45.605047,-72.979033
IGAQ,IGA SUPERMARKETS,200,LA TUQUE,?,?,?,QC,Quebec,?,47.439948,-72.782916
SHL5,SHELL CANADA,3FE3,SOUTH RIDGE DR,355 SOUTH RIDGE DR SE,?,MEDICINE HAT,AB,Alberta,T1B3S1,999,999
MCHL,MICHAELS,4915,HAMILTON/BARTON,THE CENTRE ON BARTON,"1267 BARTON ST E, UNIT F-2",HAMILTON,ON,Ontario,L8H2V4,43.249941,-79.808837
IRIS,IRIS,815,IRIS,21 SEAWAY DR UNIT 4,?,WELLAND,ON,Ontario,L3C7J5,43.0133,-79.246998
IOMC,IRVING C-STORE,6122,KINKORA IRVING,62 ANDERSON RD,?,KINKORA,PE,Prince Edward Island,C0B1N0,46.3226,-63.5989
IOMC,IRVING C-STORE,4606,RUSSELL FOOD IRV,791 ROUTE 776,?,GRAND MANAN,NB,New Brunswick,E5G3C4,44.71477,-66.7492
IOBG,IRVING,6120,WINSLOE CONVENIENCE,537 MALPEQUE RD,?,WINSLOE,PE,Prince Edward Island,C1E1Z2,46.29291,-63.17625
SBYP,SOBEYS ATL. IN-STORE PHAR,233,SAINT JOHN,149 Lansdowne Avenue,?,Saint John,NB,New Brunswick,E2K2Z9,45.27983,-66.07684
SBYP,SOBEYS ATL. IN-STORE PHAR,555,HEAD OF JEDDORE,Marine Drive,?,HEAD OF JEDDORE,NS,Nova Scotia,B0J1P0,44.77579,-63.05537
BEST,BEST WESTERN INTERNAT'NAL,C636,MULBERRY FL,?,?,?,YT,Yukon,?,999,999
SHEL,SHELL CANADA,DD0D,1844404 ONTARIO INC.,2 MATTHEW STREET,?,MARMORA,ON,Ontario,K0K2M0,44.47914,-77.69047
ELNK,EASTLINK,?,?,?,?,?,?,Unknown,?,999,999
NATU,NCR USA,54N5,LAS VEGAS,?,?,?,NT,Northwest Territories,?,999,999
BMOB,BMO AIR MILES BONUS CARD,TEST,TEST LOCATION,?,?,?,ON,Ontario,?,999,999
BUDG,BUDGET RENT A CAR,0WBA,T CHICOUTIMI,1910 BOUL SAINT-PAUL,?,CHICOUTIMI,QC,Quebec,G7K1C9,48.396754,-71.1054
33,CENTURY 21,6053,ACTUEL,7190 BOUL SAINT-MICHEL,?,MONTREAL,QC,Quebec,H2A2Z4,45.55867,-73.59843
33,CENTURY 21,6042,IMMO-PLUS,5702 AV VICTORIA SUITE,?,MONTREAL,QC,Quebec,H3W3H2,45.49259,-73.63392
SPLS,STAPLES,157,JOLIETTE,845 BOULEVARD FIRESTONE,?,JOLIETTE,QC,Quebec,J6E2W4,46.03354,-73.43236
SPLS,STAPLES,240,CIRCLE 8,2327 EIGHTH STREET EAST,?,SASKATOON,SK,Saskatchewan,S7H0V4,52.11492,-106.61975
SPLS,STAPLES,85,LEVIS,80 ROUTE PRESIDENT-KENNEDY,?,LEVIS,QC,Quebec,G6V6C9,46.79228,-71.17249
SPLS,STAPLES,121,WINDSOR-WALKER,4511 WALKER RD.,?,WINDSOR,ON,Ontario,N9A6J3,42.25383,-82.96376
SPLS,STAPLES,154,CHATHAM,595 GRAND AVE. W.,?,CHATHAM,ON,Ontario,N7L1X5,42.39836,-82.20973
SPLS,STAPLES,254,ROYAL CENTRE,1055 WEST GEORGIA STREET,SUITE 220,VANCOUVER,BC,British Columbia,V6E3P3,49.28526,-123.12221
16,GOODYEAR CANADA - CENTRAL,2116,TALARIA,1151 LONDON RD,?,SARNIA,ON,Ontario,N7S1P3,42.97891,-82.36638
33,CENTURY 21,220,PROFESSIONAL REALTY,3-145 1ST AVE NE,?,SWIFT CURRENT,SK,Saskatchewan,S9H2B1,50.28441,-107.7985
TCPL,THE CHILDREN'S PLACE,3324,EASTGATE SQUARE,75 CENTENNIAL PKY N,?,HAMILTON,ON,Ontario,L8E2P2,43.230567,-79.764556
CV01,CLUB VOYAGES,528,CV RAYMONDE POTVIN,61 B RUE ST-JEAN BAPTISTE,?,CHATEAUGUAY,QC,Quebec,J6J3H5,45.36422,-73.71283
MART,MARLIN TRAVEL,650,MARLIN TRAVEL,OSHAWA CENTRE,419 KING ST W,OSHAWA,ON,Ontario,L1J2K5,43.89099,-78.88207
MART,MARLIN TRAVEL,753,MARLIN TRAVEL,INSIDE WALMART,239 WYE ROAD,SHERWOOD PARK,AB,Alberta,T8B1N1,53.51187,-113.3176
TP01,TRAVELPLUS,1288,KAWARTHA TRAVELPLUS,35 WILLIAM STREET NORTH,?,LINDSAY,ON,Ontario,K9V3Z9,44.3558,-78.73751
17,GOODYEAR CANADA - EAST,1124,CITY TIRE & AUTO,"459, TORBAY ROAD",?,ST-JOHN'S,NL,Newfoundland & Labrador,A1A5C9,47.60732,-52.72078
18,GOODYEAR CANADA - WEST,7217,GRAHAM'S TIRE,3010 Albert St,?,REGINA,SK,Saskatchewan,S4P3N7,50.52521,-104.61908
17,GOODYEAR CANADA - EAST,1194,AUTOPNEU AUCLAIR,155 PRESIDENT KENNEDY,?,LEVIS,QC,Quebec,G6V6E2,46.78657,-71.16368
17,GOODYEAR CANADA - EAST,2121,CENTRE EXCELLENCE,"16013, BOUL PIERREFONDS",?,PIERREFONDS,QC,Quebec,H9H3X6,45.47694,-73.87009
NSLC,NOVA SCOTIA LIQUOR,2107,LARRY UTECK,55 PEAKVIEW WAY,?,HALIFAX,NS,Nova Scotia,B3M0G2,44.69865,-63.68685
TP01,TRAVELPLUS,1166,SELECT TRAVELSPHERE,605 EGLINTON AVENUE EAST,?,TORONTO,ON,Ontario,M4P1P8,43.710878,-79.377449
CRAF,CRAFTSMAN COLLISION,13,CALGARY - NORTH WEST,45 ROYAL VISTA DRIVE,?,CALGARY,AB,Alberta,T3R0H9,51.20721,-114.23448
MCHL,MICHAELS,3932,HARMONY CENTER,1461 HARMONY RD N,?,OSHAWA,ON,Ontario,L1G3T9,43.94015,-78.84927
BUDG,BUDGET RENT A CAR,0WYY,T VAL D'OR,50 4E AV,?,VAL-D'OR,QC,Quebec,J9P1G1,48.101056,-77.770174
RN04,BOTANIX,997,"BOUL.CURE-LABELLE,LA",2900 BOUL CURE-LABELLE,?,LAVAL,QC,Quebec,H7P5S8,45.56539,-73.77946
VIBL,VIVID BLUE,1044,CROWFOOTLIQUOR,1402 14TH STREET SW,?,CALGARY,AB,Alberta,T3C3T4,51.04025,-114.09448
RN04,BOTANIX,169,"905, LAUSANNE RIMOU","905, RUE LAUSANNE",?,RIMOUSKI,QC,Quebec,G5L8Y9,48.3976,-68.59224
LCBO,LCBO,459,EXMOUTH - SARNIA,1450 QUINN DR,?,SARNIA,ON,Ontario,N7S6M8,42.986217,-82.34995
MAPP,MAPPINS,5527,EASTGATE SQUARE,75 CENTENNIAL PKWY.,?,STONEY CREEK,ON,Ontario,L8E2P2,43.230944,-79.76581
BOST,BOSTON PIZZA INTERN'AL,46,Terrace,4924 HIGHWAY 16 WEST,?,TERRACE,BC,British Columbia,V8G4C3,54.516407,-128.608474
LCBO,LCBO,125,ROCKLAND,3000 RICHELIEU STREET,?,ROCKLAND,ON,Ontario,K4K0B5,45.53375,-75.305446
GLOB,GLOBAL PET FOODS,601,ILE PERROT,38-475 BOUL GRAND,?,L'ILE-PERROT,QC,Quebec,J7V4X4,45.38803,-73.96566
BOST,BOSTON PIZZA INTERN'AL,209,Swift Current,1601 NORTH SERVICE ROAD EAST,?,SWIFT CURRENT,SK,Saskatchewan,S9H3X6,50.304437,-107.780345
NSLL,NOVA SCOTIA LIQUOR,2150,HSC ANNEX WEST END,6990 MUMFORD ROAD,?,HALIFAX,NS,Nova Scotia,B3L1N3,44.64668,-63.62008
SBYA,SOBEYS INC,692,MCALLISTER MALL,519 WESTMORLAND RD,MCALLISTER PLACE,SAINT JOHN,NB,New Brunswick,E2J3W9,45.30792,-66.01792
MALO,VITROPLUS/ZIEBART,76,VP Quebec,800 BOULEVARD CHAREST OUEST,?,QUIBEC,QC,Quebec,G1N2C7,46.804356,-71.244375
NSLC,NOVA SCOTIA LIQUOR,2165,QUINPOOL CENTRE,6169 QUINPOOL ROAD,?,HALIFAX,NS,Nova Scotia,B3L4P8,44.64585,-63.59613
MALO,VITROPLUS/ZIEBART,49,VP ST-EUSTACHE,461 BOULEVARD ARTHUR-SAUVI,?,SAINT-EUSTACHE,QC,Quebec,J7P2B3,45.566708,-73.906918
2,BMO BANK OF MONTREAL,117,BMO BANK OF MONTREAL,2700 BOUL. LAURIER,?,QUEBEC,QC,Quebec,G1V2L8,46.769793,-71.283848
LCBO,LCBO,533,Centennial Plaza,5508 LAWRENCE AVENUE EAST,CENTENNIAL PLAZA,TORONTO,ON,Ontario,M1C3B2,43.779272,-79.138455
CRST,CARSTAR AUTOMOTIVE CANADA,1012,CARSTAR EDMONTON SE,7420 76 AVE NW,76 AVE & 75 STREET,EDMONTON,AB,Alberta,T6B0B3,53.51234,-113.44195
IRIS,IRIS,256,Iris,663 3EME AVENUE,?,VAL-D'OR,QC,Quebec,J9P1S7,48.10156,-77.7849
2,BMO BANK OF MONTREAL,514,BMO BANK OF MONTREAL,125 GEDDES ST,?,ELORA,ON,Ontario,N0B1S0,43.683689,-80.430651
2,BMO BANK OF MONTREAL,480,BMO BANK OF MONTREAL,370 NEWFOUNDLAND DR,?,ST. JOHN'S,NL,Newfoundland & Labrador,A1A4A2,47.599335,-52.711366
RN15,RO-NA HARDWARE,4506,1297  Topsail Road,1297  Topsail Road,?,ST. JOHN'S,NL,Newfoundland & Labrador,A1B3N4,47.53268,-52.83591
DEMF,DAOUST & MICHEL FORGET,F030,678Montarville St-Br,"678, MONTARVILLE",?,ST-BRUNO,QC,Quebec,J3V6B1,45.54093,-73.35913
TRUP,TOYS R US BC,3554,NANAIMO,6631 ISLAND HWY N,?,NANAIMO,BC,British Columbia,V9T4T7,49.23708,-124.04879
SHEL,SHELL CANADA,0F47,Ste Julie QC,1659 CHEMIN DU FER-A-CHEVAL,?,STE-JULIE,QC,Quebec,J3E1G3,45.585632,-73.327003
2,BMO BANK OF MONTREAL,403,BMO BANK OF MONTREAL,38201 CLEVELAND AVE,?,SQUAMISH,BC,British Columbia,V8B0B1,49.701623,-123.150991
SHEL,SHELL CANADA,0AE7,1548 Merivale Rd,1548 MERIVALE ROAD,?,NEPEAN,ON,Ontario,K2G3J8,45.354559,-75.735929
HFHP,HAMPTON,IAGH,NIAGARA FALLS,5591 VICTORIA AVE.,?,"NIAGARA FALLS, ONTARIO",ON,Ontario,L2G3L4,43.09373,-79.0737
IRIS,IRIS,633,IRIS,3147 DOUGLAS STREET,?,VICTORIA,BC,British Columbia,V8Z6E3,48.44623,-123.37122
BEST,BEST WESTERN INTERNAT'NAL,C126,MEDICINE HAT AB,722 Redcliff Dr SW,?,Medicine Hat,AB,Alberta,T1A5E3,50.03187,-110.70697
NSLC,NOVA SCOTIA LIQUOR,2280,SHEET HARBOUR,22597 MAIN STREET,?,SHEET HARBOUR,NS,Nova Scotia,B0J3B0,44.92176,-62.53492
SHEL,SHELL CANADA,204C,5230 Boul Samson,5230 BOUL SAMSON,?,LAVAL,QC,Quebec,H7W2J3,45.525577,-73.773043
PEPL,PEOPLES JEWELLERS,5284,BILLINGS BRIDGE PLAZ,2269 RIVERSIDE DRIVE #T168,?,OTTAWA,ON,Ontario,K1H8K2,45.386709,-75.679486
SBYA,SOBEYS INC,644,Clayton Park,287 LACEWOOD DRIVE,CLAYTON PARK,HALIFAX,NS,Nova Scotia,B3M3Y7,44.662383,-63.657105
SHEL,SHELL CANADA,7A59,7 Assiniboine Dr,7 ASSINIBOINE DRIVE,?,SASKATOON,SK,Saskatchewan,S7K1H1,52.161126,-106.645491
RN03,RENO - DEPOT,7306,RENO-DEPOT QUEBEC,999 RUE MARAIS,?,QUEBEC,QC,Quebec,G1M3T9,46.82601,-71.29065
PPDM,PHARMA PLUS DRUGMARTS,901,EGLINTON & BRIMLEY,2682 EGLINTON AVENUE EAST,?,SCARBOROUGH,ON,Ontario,M1K2S3,43.73434,-79.2597
MAPP,MAPPINS,5190,METROPOLIS AT METRO,4800 KINGSWAY SUITE 1132,?,BURNABY,BC,British Columbia,V5H4J2,49.22714,-122.99581
RN01,RONA LE QUINCAILLIER,775,RONA 420 CH LAROCQUE,"420, CHEMIN LAROCQUE",?,SALABERRY-DE-VALLEYFIELD,QC,Quebec,J6T4C5,45.2415,-74.12555
2,BMO BANK OF MONTREAL,317,BMO BANK OF MONTREAL,1241 PROSPECT ST. E,?,FREDERICTON,NB,New Brunswick,E3B3B9,45.939107,-66.660649
PJCQ,JEAN COUTU,213,ILE DES SOEURS,"2000, BOULEVARD RENE LEVESQUE",?,VERDUN,QC,Quebec,H3E1Z7,45.467249,-73.540034
TRUN,TOYS R US,3557,RED DEER,4900 MOLLY BANISTER DR.,?,RED DEER,AB,Alberta,T4R1N9,52.24455,-113.80895
ALAM,ALAMO CANADA,C5A1,CALGARY ARPT,"2000 AIRPORT ROAD, NE",?,CALGARY,AB,Alberta,T2E6W5,51.13062,-114.00925
SHEL,SHELL CANADA,39CD,Robertsonville QC,?,?,?,QC,Quebec,?,46.136667,-71.222432
33,CENTURY 21,3161,MILLENNIUM INC.,10-350 RUTHERFORD RD SOUTH,?,BRAMPTON,ON,Ontario,L6W3M2,43.68114,-79.71785
5,SAFEWAY,800,MEADOWLARK,8720 156 STREET,?,EDMONTON,AB,Alberta,T5R5W9,53.52062,-113.59069
2,BMO BANK OF MONTREAL,64,BMO BANK OF MONTREAL,21 MICMAC BLVD,?,DARTMOUTH,NS,Nova Scotia,B3A4T4,44.686058,-63.561602
SHOE,THE SHOE COMPANY,264,BATHURST & CENTRE,31 DISERA,BATHURST and CENTRE,THORNHILL,ON,Ontario,L4J0A7,43.81141,-79.45405
BUDG,BUDGET RENT A CAR,0W4P,T GUELPH TRUCK,42 GORDON STREET,?,GUELPH,ON,Ontario,N1H4H3,43.54141,-80.24633
RN02,RONA LE RENOVATEUR,144,RONA (COWANSVILLE),570 BOUL JEAN-JACQUES-BERTRAND,?,COWANSVILLE,QC,Quebec,J2K5C4,45.19714,-72.76262
SHEL,SHELL CANADA,16C8,3330 Keele St,3330 KEELE STREET,?,TORONTO,ON,Ontario,M3J1L5,43.74488,-79.48666
SHEL,SHELL CANADA,7D00,2562 Weston Rd,?,?,?,ON,Ontario,?,43.70982,-79.53474
BOST,BOSTON PIZZA INTERN'AL,700,48 St Yellowknife,5102 48TH STREET,?,YELLOWKNIFE,NT,Northwest Territories,X1A1N6,62.453822,-114.366745
SHOE,THE SHOE COMPANY,353,CENTRE MALL,1223 BARTON ST E UNIT - S 1,?,HAMILTON,ON,Ontario,L8H2V4,43.25037,-79.81047
SHEL,SHELL CANADA,1C3E,698 Kingston Rd,698 KINGSTON ROAD,?,PICKERING,ON,Ontario,L1V1R2,43.81895,-79.11599
TCPL,THE CHILDREN'S PLACE,3216,METROPOLIS METROTOWN,CRU 1211,4700 KINGSWAY,BURNABY,BC,British Columbia,V5H4M1,49.22662,-123.00208
RXAL,REXALL DRUG STORES,6966,YONGE & CLEARMEADOW,16900 YONGE STREET,?,NEWMARKET,ON,Ontario,L3Y0A3,44.03988,-79.47727
SBYA,SOBEYS INC,470,New Waterford,75 EMERALD STREET,?,NEW WATERFORD,NS,Nova Scotia,B1H1H5,46.240209,-60.095771
2,BMO BANK OF MONTREAL,219,BMO BANK OF MONTREAL,262 BLOOR ST W,?,TORONTO,ON,Ontario,M5S1V9,43.667591,-79.399913
2,BMO BANK OF MONTREAL,475,BMO BANK OF MONTREAL,4125 BOUL DES FORGES,?,TROIS-RIVIERES,QC,Quebec,G8Y1W1,46.356193,-72.586063
PJCQ,JEAN COUTU,101,VARENNES,"2080, ROUTE MARIE-VICTORIN",?,VARENNES,QC,Quebec,J3X2C7,45.679455,-73.437939
BUDG,BUDGET RENT A CAR,4319,TRURO  NS DTN,5 PICTOU ROAD,?,TRURO,NS,Nova Scotia,B2N2R9,45.374,-63.26604
SHEL,SHELL CANADA,0C9F,2498 Bank St,2498 BANK STREET,?,GLOUCESTER,ON,Ontario,K1V8S2,45.353706,-75.643596
BOST,BOSTON PIZZA INTERN'AL,178,5228 23 Ave,5228 23RD AVENUE,?,EDMONTON,AB,Alberta,T6L6Y7,53.454587,-113.422805
33,CENTURY 21,725,REAL ESTATE SHOWCASE,928 WEST BROADWAY,?,VANCOUVER,BC,British Columbia,V5Z1K7,49.26328,-123.12479
2,BMO BANK OF MONTREAL,29,BMO BANK OF MONTREAL,31 KING ST,?,ST. CATHARINES,ON,Ontario,L2R6W7,43.157496,-79.247244
CRST,CARSTAR AUTOMOTIVE CANADA,9003,CARSTAREXPRESS EDMON,3825 99 ST NW,?,EDMONTON,AB,Alberta,T6E6J1,53.47318,-113.48664
33,CENTURY 21,3263,CHOICE REALTY INC.,121 BROCK ST,?,SAULT STE. MARIE,ON,Ontario,P6A3B6,46.509544,-84.329514
BUDG,BUDGET RENT A CAR,4220,KELOWNA  BC-APO,5533 KELOWNA INTL APT,KELOWNA AIRPORT,KELOWNA,BC,British Columbia,V1V1S1,49.95084,-119.38393
17,GOODYEAR CANADA - EAST,1036,SERVICE DE PNEUS,12925 RUE INDUSTRIELLE,?,SOREL-TRACY,QC,Quebec,J3P5N3,45.993097,-73.162728
SHEL,SHELL CANADA,1EFF,15131-127th St,15131 127 STREET,?,EDMONTON,AB,Alberta,T6V1C1,53.613959,-113.540958
HFHH,HILTON,YXUL,LONDON KING ST.,300 KING STREET,?,LONDON,ON,Ontario,N6B1R8,42.98455,-81.24204
JENN,JENNY CRAIG CANADA,1973,BOISBRIAND,2830 PROMENADE ST. HONORE,?,BOISBRIAND,QC,Quebec,J7H0A8,45.6273,-73.84497
SHEL,SHELL CANADA,3FB0,WHEATLEY MAC'S GAS,30 TALBOT RD WEST,?,WHEATLEY,ON,Ontario,N0P2P0,42.09473,-82.46392
SHEL,SHELL CANADA,18D0,Waverley Rd & Hwy401,?,WAVERLEY ROAD and HIGHWAY 401,BOWMANVILLE,ON,Ontario,L1C3L1,43.897531,-78.690167
BUDG,BUDGET RENT A CAR,0WDN,T REGENT,1355 REGENT AVENUE,?,WINNIPEG,MB,Manitoba,R2C3B2,49.89548,-97.04058
UNIS,AUTO PLUS AUTO PART PLUS,O020,BATTERY SUPPLY,523 SOUTH STREET,?,LONDON,ON,Ontario,N6B1C4,42.97831,-81.22953
UNIS,AUTO PLUS AUTO PART PLUS,Q018,PIECES D'AUTO PRESSE,2117 LABELLE,?,LAFONTAINE,QC,Quebec,J7Y1S9,45.79978,-74.01029
SHEL,SHELL CANADA,644,1077 Yonge St,1077 YONGE STREET,?,TORONTO,ON,Ontario,M4W2L5,43.67922,-79.39032
RN15,RO-NA HARDWARE,4601,PIERCEYS-RONA WINDMI,500 WINDMILL ROAD,?,DARTMOUTH,NS,Nova Scotia,B2Y3Z3,44.68921,-63.59931
RN01,RONA LE QUINCAILLIER,170,"Beaubien Est,Montrea","3194, BEAUBIEN EST",?,MONTREAL,QC,Quebec,H1Y1H4,45.55399,-73.58705
